"id","puzzle","question","choices","answer","created_at"
"lgp-test-2x6-20#mc-8","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - The people keep unique animals: `horse`, `cat`
 - Each person has a favorite color: `yellow`, `red`
 - Everyone has a favorite smoothie: `cherry`, `desert`
 - People have unique favorite book genres: `science fiction`, `mystery`
 - Everyone has something unique for lunch: `pizza`, `grilled cheese`

## Clues:
1. Eric is the person whose favorite color is red.
2. The Desert smoothie lover is in the second house.
3. The cat lover is the person who loves eating grilled cheese.
4. Arnold is in the second house.
5. The person who keeps horses is somewhere to the left of the person who loves mystery books.
","What is Color of the person who lives in House 2?","['red','yellow']","yellow","2024-07-03T21:21:31.305256"
"lgp-test-2x3-39#mc-0","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - Everyone has something unique for lunch: `grilled cheese`, `pizza`
 - Each person has a unique birthday month: `april`, `sept`

## Clues:
1. Eric is the person whose birthday is in September.
2. The person whose birthday is in April is the person who loves eating grilled cheese.
3. The person who is a pizza lover is not in the first house.
","What is Name of the person who lives in House 1?","['Arnold','Eric']","Arnold","2024-07-03T21:21:31.300395"
"lgp-test-5x3-22#mc-5","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Bob`, `Peter`, `Alice`
 - Everyone has a favorite smoothie: `desert`, `watermelon`, `lime`, `cherry`, `dragonfruit`
 - The people are of nationalities: `german`, `swede`, `norwegian`, `dane`, `brit`

## Clues:
1. The Dragonfruit smoothie lover is somewhere to the left of Eric.
2. The Dragonfruit smoothie lover is in the second house.
3. Peter is not in the first house.
4. The Dane and the British person are next to each other.
5. The Desert smoothie lover is not in the fifth house.
6. The Swedish person is somewhere to the left of the Dragonfruit smoothie lover.
7. There are two houses between the person who drinks Lime smoothies and the Dane.
8. Bob is the Dane.
9. Alice is the Norwegian.
10. Alice is in the third house.
11. The Watermelon smoothie lover is in the third house.
","What is Nationality of the person who lives in House 2?","['norwegian','brit','dane','german','swede']","german","2024-07-03T21:21:31.341630"
"lgp-test-3x2-21#mc-2","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`
 - People have unique heights: `short`, `average`, `very short`

## Clues:
1. The person who is short is in the second house.
2. The person who has an average height is Eric.
3. Peter is in the first house.
","What is Name of the person who lives in House 2?","['Peter','Eric','Arnold']","Arnold","2024-07-03T21:21:31.306946"
"lgp-test-6x3-5#mc-7","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Arnold`, `Peter`, `Alice`, `Eric`, `Carol`
 - The people are of nationalities: `swede`, `dane`, `german`, `norwegian`, `chinese`, `brit`
 - Each person has a favorite color: `red`, `green`, `purple`, `blue`, `white`, `yellow`

## Clues:
1. Alice is directly left of Bob.
2. The person whose favorite color is green is the British person.
3. Alice is somewhere to the left of the German.
4. The person who loves blue is the Dane.
5. Eric is the person who loves purple.
6. Carol is in the second house.
7. The Swedish person is not in the second house.
8. The Swedish person is not in the first house.
9. The person who loves white is directly left of the Norwegian.
10. There are two houses between Alice and the person who loves yellow.
11. The Dane is in the fifth house.
12. The person who loves blue is Peter.
","What is Nationality of the person who lives in House 3?","['brit','german','dane','swede','norwegian','chinese']","swede","2024-07-03T21:21:31.365590"
"lgp-test-6x3-24#mc-5","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Peter`, `Eric`, `Alice`, `Carol`, `Arnold`
 - Each person prefers a unique type of vacation: `cruise`, `mountain`, `beach`, `camping`, `city`, `cultural`
 - The people are of nationalities: `german`, `swede`, `brit`, `chinese`, `dane`, `norwegian`

## Clues:
1. The person who goes on cultural tours is Arnold.
2. The person who loves beach vacations is the British person.
3. The person who prefers city breaks is Carol.
4. The Dane is directly left of the person who prefers city breaks.
5. The person who prefers city breaks is the Swedish person.
6. The person who likes going on cruises is not in the sixth house.
7. The person who loves beach vacations is directly left of the person who likes going on cruises.
8. Carol is directly left of Eric.
9. The person who prefers city breaks is in the second house.
10. Bob is not in the first house.
11. Bob is not in the fifth house.
12. Eric is somewhere to the left of Peter.
13. The British person is somewhere to the left of the Chinese.
14. The Norwegian and Arnold are next to each other.
15. The Dane is the person who enjoys camping trips.
16. The British person is not in the third house.
","What is Nationality of the person who lives in House 2?","['chinese','dane','swede','norwegian','brit','german']","swede","2024-07-03T21:21:31.367546"
"lgp-test-4x5-13#mc-1","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Alice`, `Eric`, `Peter`
 - People have unique favorite music genres: `pop`, `classical`, `rock`, `jazz`
 - Each person has a unique type of pet: `fish`, `dog`, `bird`, `cat`
 - People own unique car models: `tesla model 3`, `toyota camry`, `ford f150`, `honda civic`
 - Each person has a unique favorite drink: `water`, `milk`, `tea`, `coffee`

## Clues:
1. The one who only drinks water is the person who owns a dog.
2. The one who only drinks water is Eric.
3. The tea drinker is somewhere to the right of the person who loves rock music.
4. The person who likes milk is the person who owns a Tesla Model 3.
5. The person who loves rock music and the person who loves classical music are next to each other.
6. There is one house between the person who likes milk and the person who loves classical music.
7. The person who owns a Honda Civic is Arnold.
8. The person who has a cat and the coffee drinker are next to each other.
9. Alice is not in the second house.
10. The person who loves classical music is not in the second house.
11. The person with an aquarium of fish is the tea drinker.
12. The person who owns a Ford F-150 is somewhere to the right of the person with an aquarium of fish.
13. The person who owns a Toyota Camry is not in the third house.
14. The tea drinker and the person who loves jazz music are next to each other.
","What is MusicGenre of the person who lives in House 1?","['rock','classical','pop','jazz']","pop","2024-07-03T21:21:31.327354"
"lgp-test-4x5-8#mc-15","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Alice`, `Eric`
 - People have unique heights: `tall`, `short`, `very short`, `average`
 - Each person has a unique birthday month: `april`, `jan`, `sept`, `feb`
 - People have unique hair colors: `red`, `black`, `brown`, `blonde`
 - People have unique favorite book genres: `science fiction`, `fantasy`, `romance`, `mystery`

## Clues:
1. Eric is the person who has blonde hair.
2. The person who is short is somewhere to the left of the person who has brown hair.
3. Eric is the person who is tall.
4. Arnold is the person who loves fantasy books.
5. The person who loves science fiction books is Eric.
6. The person who is very short is the person who has black hair.
7. The person whose birthday is in April is the person who has brown hair.
8. The person who has blonde hair and the person who has black hair are next to each other.
9. The person who has black hair is the person who loves fantasy books.
10. The person who has red hair is in the first house.
11. The person whose birthday is in September is in the second house.
12. The person whose birthday is in January is the person who has black hair.
13. The person who loves romance books is somewhere to the right of Alice.
","What is Name of the person who lives in House 4?","['Alice','Arnold','Eric','Peter']","Peter","2024-07-03T21:21:31.326868"
"lgp-test-6x5-2#mc-8","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Arnold`, `Carol`, `Alice`, `Peter`, `Eric`
 - The mothers' names in different houses are unique: `Sarah`, `Janelle`, `Aniya`, `Kailyn`, `Holly`, `Penny`
 - Each mother is accompanied by their child: `Fred`, `Samantha`, `Bella`, `Meredith`, `Alice`, `Timothy`
 - Each person prefers a unique type of vacation: `city`, `mountain`, `camping`, `beach`, `cruise`, `cultural`
 - People have unique favorite book genres: `romance`, `mystery`, `historical fiction`, `science fiction`, `biography`, `fantasy`

## Clues:
1. The person who loves beach vacations is not in the second house.
2. The person who loves fantasy books is somewhere to the left of Peter.
3. The person whose mother's name is Sarah is the person who prefers city breaks.
4. The person who enjoys camping trips is somewhere to the right of Peter.
5. The person who likes going on cruises is the person's child is named Meredith.
6. There is one house between the person who is the mother of Timothy and Eric.
7. The person whose mother's name is Janelle is not in the second house.
8. The person's child is named Fred is somewhere to the left of Eric.
9. The person who goes on cultural tours is in the fourth house.
10. The person whose mother's name is Janelle is not in the first house.
11. The person whose mother's name is Holly is somewhere to the right of the person who loves historical fiction books.
12. The person's child is named Bella is somewhere to the left of Alice.
13. Arnold is somewhere to the right of the person who loves fantasy books.
14. The person who loves mystery books is in the fourth house.
15. The person's child is named Alice is the person who enjoys camping trips.
16. The person whose mother's name is Kailyn is the person who likes going on cruises.
17. There are two houses between the person who loves fantasy books and The person whose mother's name is Aniya.
18. The person who loves fantasy books is Carol.
19. The person who likes going on cruises is the person who loves biography books.
20. The person who loves fantasy books is in the third house.
21. The person whose mother's name is Aniya is the person who loves romance books.
22. The person whose mother's name is Janelle is not in the fourth house.
23. The person's child is named Fred is not in the fourth house.
24. The person who loves biography books is not in the second house.
25. There are two houses between The person whose mother's name is Holly and Eric.
","What is Vacation of the person who lives in House 2?","['cultural','beach','mountain','city','cruise','camping']","mountain","2024-07-03T21:21:31.376096"
"lgp-test-5x2-19#mc-1","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Peter`, `Arnold`, `Alice`, `Bob`
 - People use unique phone models: `huawei p50`, `oneplus 9`, `google pixel 6`, `samsung galaxy s21`, `iphone 13`

## Clues:
1. There are two houses between the person who uses a OnePlus 9 and the person who uses an iPhone 13.
2. Eric and Peter are next to each other.
3. The person who uses an iPhone 13 is not in the second house.
4. Arnold is in the second house.
5. The person who uses a Samsung Galaxy S21 is in the fourth house.
6. Peter is in the fifth house.
7. Alice is not in the third house.
8. The person who uses a Google Pixel 6 is in the third house.
","What is PhoneModel of the person who lives in House 1?","['iphone 13','google pixel 6','huawei p50','samsung galaxy s21','oneplus 9']","huawei p50","2024-07-03T21:21:31.338586"
"lgp-test-6x6-0#mc-8","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Eric`, `Alice`, `Bob`, `Arnold`, `Carol`
 - People have unique favorite book genres: `mystery`, `fantasy`, `romance`, `historical fiction`, `science fiction`, `biography`
 - Everyone has a favorite smoothie: `cherry`, `desert`, `lime`, `watermelon`, `blueberry`, `dragonfruit`
 - The people keep unique animals: `fish`, `rabbit`, `bird`, `cat`, `horse`, `dog`
 - People have unique favorite music genres: `classical`, `hip hop`, `country`, `jazz`, `rock`, `pop`
 - Everyone has a unique favorite cigar: `prince`, `dunhill`, `blends`, `pall mall`, `blue master`, `yellow monster`

## Clues:
1. The person who smokes many unique blends is the person who loves fantasy books.
2. The person who loves biography books is the Desert smoothie lover.
3. There are two houses between the person who loves pop music and the person who loves country music.
4. The rabbit owner is in the third house.
5. Arnold is the bird keeper.
6. The person who loves country music is in the fifth house.
7. The person who loves mystery books is not in the first house.
8. The person who drinks Lime smoothies is not in the third house.
9. The fish enthusiast is somewhere to the right of the person who loves rock music.
10. The Prince smoker is somewhere to the left of the person who likes Cherry smoothies.
11. Bob is the cat lover.
12. Eric is the person who likes Cherry smoothies.
13. The person who smokes Yellow Monster is in the sixth house.
14. The Prince smoker is the Dragonfruit smoothie lover.
15. Carol is directly left of Arnold.
16. The person who smokes Blue Master is directly left of the person who loves classical music.
17. The person who loves classical music is the person who loves historical fiction books.
18. The Dunhill smoker and the person who loves science fiction books are next to each other.
19. The person who keeps horses is directly left of Peter.
20. The Watermelon smoothie lover is the cat lover.
21. The person who smokes many unique blends is directly left of the person who loves jazz music.
22. The cat lover is in the first house.
23. The Desert smoothie lover is the person who loves jazz music.
24. The person who drinks Lime smoothies is directly left of the fish enthusiast.
25. The person who smokes Blue Master is not in the fifth house.
","What is Smoothie of the person who lives in House 2?","['cherry','dragonfruit','lime','blueberry','watermelon','desert']","blueberry","2024-07-03T21:21:31.384178"
"lgp-test-4x3-6#mc-11","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Alice`, `Peter`, `Arnold`
 - People have unique hair colors: `black`, `blonde`, `brown`, `red`
 - People own unique car models: `tesla model 3`, `ford f150`, `honda civic`, `toyota camry`

## Clues:
1. Eric is somewhere to the right of Alice.
2. The person who has red hair is somewhere to the right of Eric.
3. Alice is not in the second house.
4. The person who owns a Honda Civic is somewhere to the left of the person who has brown hair.
5. The person who has red hair is in the fourth house.
6. The person who has blonde hair is the person who owns a Tesla Model 3.
7. Arnold is not in the second house.
8. Arnold is not in the fourth house.
9. The person who owns a Ford F-150 is in the second house.
","What is CarModel of the person who lives in House 4?","['toyota camry','tesla model 3','honda civic','ford f150']","toyota camry","2024-07-03T21:21:31.320417"
"lgp-test-2x4-7#mc-4","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - People have unique favorite music genres: `pop`, `rock`
 - People have unique hair colors: `black`, `brown`
 - The people are of nationalities: `brit`, `dane`

## Clues:
1. Arnold and the person who loves pop music are next to each other.
2. The person who has brown hair is the British person.
3. The person who loves rock music is directly left of the person who has brown hair.
","What is Name of the person who lives in House 2?","['Eric','Arnold']","Eric","2024-07-03T21:21:31.300720"
"lgp-test-4x5-36#mc-18","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Eric`, `Alice`, `Arnold`
 - Each mother is accompanied by their child: `Bella`, `Fred`, `Meredith`, `Samantha`
 - People have unique hair colors: `red`, `brown`, `black`, `blonde`
 - They all have a unique favorite flower: `carnations`, `roses`, `daffodils`, `lilies`
 - The people keep unique animals: `cat`, `bird`, `fish`, `horse`

## Clues:
1. Alice is somewhere to the right of the person who has red hair.
2. The person who loves a bouquet of daffodils is directly left of Arnold.
3. The fish enthusiast is the person's child is named Samantha.
4. Alice is directly left of the bird keeper.
5. The cat lover is the person who loves the rose bouquet.
6. The person who loves a carnations arrangement is somewhere to the right of the person who has brown hair.
7. The person who loves a bouquet of daffodils is directly left of the bird keeper.
8. Eric is the person's child is named Meredith.
9. There are two houses between the person who has red hair and the person who has black hair.
10. Eric is in the fourth house.
11. The person's child is named Bella is the person who loves a bouquet of daffodils.
","What is Flower of the person who lives in House 4?","['lilies','daffodils','carnations','roses']","roses","2024-07-03T21:21:31.330310"
"lgp-test-6x6-37#mc-4","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Peter`, `Eric`, `Arnold`, `Carol`, `Bob`
 - People have unique heights: `very short`, `very tall`, `short`, `super tall`, `tall`, `average`
 - Everyone has something unique for lunch: `grilled cheese`, `stir fry`, `pizza`, `spaghetti`, `soup`, `stew`
 - The mothers' names in different houses are unique: `Holly`, `Janelle`, `Penny`, `Aniya`, `Kailyn`, `Sarah`
 - Each person has a unique favorite drink: `tea`, `water`, `milk`, `coffee`, `boba tea`, `root beer`
 - Each person has a unique type of pet: `rabbit`, `fish`, `bird`, `hamster`, `cat`, `dog`

## Clues:
1. Arnold is the person who loves the stew.
2. The person who owns a dog is directly left of the person who has a cat.
3. The person whose mother's name is Holly is in the sixth house.
4. The tea drinker is somewhere to the left of the boba tea drinker.
5. The tea drinker is in the second house.
6. The person who is very tall is Bob.
7. The person who has a cat is The person whose mother's name is Penny.
8. The person who is very short is directly left of Alice.
9. Carol is the person who is a pizza lover.
10. The person who has an average height is not in the sixth house.
11. The person who loves stir fry is Bob.
12. The person with a pet hamster is not in the third house.
13. The person whose mother's name is Janelle is somewhere to the left of the person with a pet hamster.
14. Eric is the person who loves the soup.
15. The person whose mother's name is Kailyn is directly left of the person who keeps a pet bird.
16. The one who only drinks water is somewhere to the right of the person who likes milk.
17. The person who owns a rabbit is the person who loves the stew.
18. The person who is tall is The person whose mother's name is Aniya.
19. The person who is very short is somewhere to the left of the person who likes milk.
20. The person who is tall is not in the fifth house.
21. The person who is very short is in the second house.
22. The person who loves the stew is the root beer lover.
23. The person whose mother's name is Kailyn is the boba tea drinker.
24. The person who is tall is not in the fourth house.
25. The person who is super tall is directly left of the person who loves eating grilled cheese.
26. Carol is directly left of the root beer lover.
","What is Drink of the person who lives in House 1?","['milk','boba tea','tea','water','coffee','root beer']","coffee","2024-07-03T21:21:31.394416"
"lgp-test-4x5-10#mc-12","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Alice`, `Eric`
 - Each person has a unique type of pet: `bird`, `fish`, `dog`, `cat`
 - Each person lives in a unique style of house: `colonial`, `craftsman`, `ranch`, `victorian`
 - The mothers' names in different houses are unique: `Holly`, `Janelle`, `Kailyn`, `Aniya`
 - Each mother is accompanied by their child: `Fred`, `Samantha`, `Meredith`, `Bella`

## Clues:
1. The person whose mother's name is Kailyn is in the second house.
2. The person living in a colonial-style house is the person's child is named Meredith.
3. There is one house between the person's child is named Samantha and The person whose mother's name is Janelle.
4. The person in a ranch-style home is the person's child is named Fred.
5. Eric is the person's child is named Bella.
6. The person whose mother's name is Janelle is the person with an aquarium of fish.
7. Arnold is the person in a Craftsman-style house.
8. The person who keeps a pet bird and the person with an aquarium of fish are next to each other.
9. The person whose mother's name is Holly is directly left of Peter.
10. The person who has a cat is the person living in a colonial-style house.
11. The person's child is named Fred is somewhere to the left of The person whose mother's name is Janelle.
","What is HouseStyle of the person who lives in House 3?","['colonial','ranch','craftsman','victorian']","victorian","2024-07-03T21:21:31.327070"
"lgp-test-5x5-30#mc-11","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Peter`, `Bob`, `Eric`, `Arnold`
 - Each person has a unique level of education: `master`, `bachelor`, `doctorate`, `high school`, `associate`
 - Each person has a favorite color: `yellow`, `green`, `blue`, `red`, `white`
 - Each person prefers a unique type of vacation: `mountain`, `camping`, `cruise`, `beach`, `city`
 - People use unique phone models: `huawei p50`, `google pixel 6`, `iphone 13`, `oneplus 9`, `samsung galaxy s21`

## Clues:
1. Alice is the person with a master's degree.
2. The person who uses a OnePlus 9 is the person with a doctorate.
3. The person who loves blue is somewhere to the left of Bob.
4. The person who prefers city breaks is Peter.
5. The person who loves beach vacations is the person whose favorite color is green.
6. The person who loves white is the person who uses an iPhone 13.
7. The person who uses a OnePlus 9 is the person who enjoys mountain retreats.
8. The person who uses a Huawei P50 is somewhere to the left of the person whose favorite color is red.
9. The person who loves beach vacations is not in the first house.
10. Alice is in the fourth house.
11. Eric and Peter are next to each other.
12. Alice is the person whose favorite color is red.
13. There is one house between Peter and the person who uses a OnePlus 9.
14. The person with a bachelor's degree is the person who uses a Samsung Galaxy S21.
15. The person who enjoys camping trips is the person who loves blue.
16. The person who loves beach vacations is the person with a high school diploma.
","What is Education of the person who lives in House 3?","['bachelor','master','associate','doctorate','high school']","associate","2024-07-03T21:21:31.352751"
"lgp-test-3x5-27#mc-11","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`
 - Each person has a favorite color: `white`, `red`, `yellow`
 - People have unique favorite sports: `tennis`, `soccer`, `basketball`
 - Each person prefers a unique type of vacation: `beach`, `mountain`, `city`
 - Everyone has a unique favorite cigar: `blue master`, `pall mall`, `prince`

## Clues:
1. Eric is the Prince smoker.
2. The Prince smoker is in the first house.
3. The person who prefers city breaks is Arnold.
4. The person whose favorite color is red is in the second house.
5. Arnold is the person who smokes Blue Master.
6. The person who enjoys mountain retreats is the person whose favorite color is red.
7. The person who smokes Blue Master is the person who loves soccer.
8. The person who loves basketball is the person who loves yellow.
","What is Color of the person who lives in House 3?","['red','white','yellow']","white","2024-07-03T21:21:31.313660"
"lgp-test-6x4-32#mc-21","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Alice`, `Arnold`, `Carol`, `Peter`, `Bob`
 - Each person lives in a unique style of house: `mediterranean`, `modern`, `craftsman`, `ranch`, `colonial`, `victorian`
 - People have unique favorite music genres: `country`, `hip hop`, `pop`, `jazz`, `classical`, `rock`
 - Each person has a unique hobby: `cooking`, `painting`, `photography`, `woodworking`, `gardening`, `knitting`

## Clues:
1. The person who loves rock music is in the fifth house.
2. The person who loves classical music and the woodworking hobbyist are next to each other.
3. The person in a Mediterranean-style villa is the person who loves hip-hop music.
4. There are two houses between Arnold and the person residing in a Victorian house.
5. The person who loves jazz music is directly left of Eric.
6. The person who loves hip-hop music is somewhere to the left of the person who enjoys knitting.
7. Carol is the person who loves hip-hop music.
8. The person in a Craftsman-style house is Arnold.
9. The person in a ranch-style home is Eric.
10. The woodworking hobbyist is the person residing in a Victorian house.
11. The person who loves country music is in the first house.
12. There is one house between the person who paints as a hobby and the person living in a colonial-style house.
13. Alice is the photography enthusiast.
14. The person who enjoys gardening is Eric.
15. Bob is in the third house.
","What is HouseStyle of the person who lives in House 6?","['colonial','modern','mediterranean','victorian','craftsman','ranch']","modern","2024-07-03T21:21:31.374505"
"lgp-test-3x4-7#mc-10","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`
 - Each mother is accompanied by their child: `Bella`, `Fred`, `Meredith`
 - The people are of nationalities: `dane`, `brit`, `swede`
 - Each person has a unique birthday month: `april`, `jan`, `sept`

## Clues:
1. The British person is directly left of Eric.
2. The person whose birthday is in September is directly left of Arnold.
3. The person's child is named Fred is in the second house.
4. The person's child is named Bella is Arnold.
5. The Swedish person is the person whose birthday is in January.
","What is Nationality of the person who lives in House 3?","['swede','dane','brit']","swede","2024-07-03T21:21:31.309647"
"lgp-test-4x3-12#mc-11","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`, `Alice`
 - People own unique car models: `tesla model 3`, `honda civic`, `toyota camry`, `ford f150`
 - Everyone has a favorite smoothie: `cherry`, `dragonfruit`, `desert`, `watermelon`

## Clues:
1. The person who likes Cherry smoothies is not in the second house.
2. The person who owns a Toyota Camry is the person who likes Cherry smoothies.
3. Alice is in the fourth house.
4. Eric is in the first house.
5. The person who owns a Honda Civic and Arnold are next to each other.
6. The person who owns a Tesla Model 3 is Alice.
7. Arnold is somewhere to the right of the Dragonfruit smoothie lover.
8. The Watermelon smoothie lover is in the third house.
","What is Smoothie of the person who lives in House 4?","['dragonfruit','desert','watermelon','cherry']","desert","2024-07-03T21:21:31.320769"
"lgp-test-4x6-32#mc-10","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Peter`, `Arnold`, `Eric`
 - Each person has a unique hobby: `cooking`, `gardening`, `painting`, `photography`
 - People own unique car models: `honda civic`, `toyota camry`, `tesla model 3`, `ford f150`
 - Everyone has something unique for lunch: `grilled cheese`, `pizza`, `spaghetti`, `stew`
 - Each person has an occupation: `doctor`, `artist`, `engineer`, `teacher`
 - They all have a unique favorite flower: `daffodils`, `roses`, `lilies`, `carnations`

## Clues:
1. The person who loves the stew is Eric.
2. The person who is a teacher is directly left of Peter.
3. The person who loves a carnations arrangement is the person who is an artist.
4. The person who paints as a hobby is the person who loves the spaghetti eater.
5. There is one house between the person who is an artist and the photography enthusiast.
6. The person who enjoys gardening is in the first house.
7. The person who loves the spaghetti eater is somewhere to the right of the person who owns a Honda Civic.
8. The person who is a pizza lover is directly left of the photography enthusiast.
9. The person who loves a carnations arrangement is Alice.
10. The person who owns a Tesla Model 3 is directly left of Eric.
11. The person who is an engineer is the person who loves a bouquet of daffodils.
12. The person who loves the boquet of lilies is somewhere to the left of the person who loves the stew.
13. There is one house between the person who enjoys gardening and the person who owns a Toyota Camry.
14. The person who is a teacher is in the third house.
","What is Occupation of the person who lives in House 2?","['doctor','artist','teacher','engineer']","doctor","2024-07-03T21:21:31.336392"
"lgp-test-4x5-5#mc-4","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Alice`, `Arnold`, `Peter`
 - Each person has a unique level of education: `master`, `high school`, `associate`, `bachelor`
 - The people keep unique animals: `bird`, `horse`, `cat`, `fish`
 - Each person has a unique type of pet: `bird`, `fish`, `dog`, `cat`
 - Each person has a unique favorite drink: `water`, `tea`, `milk`, `coffee`

## Clues:
1. Peter is directly left of the fish enthusiast.
2. The person with a master's degree is in the second house.
3. The coffee drinker is the person who owns a dog.
4. Arnold is the person with an associate's degree.
5. The person with a bachelor's degree is the person who owns a dog.
6. The one who only drinks water is the bird keeper.
7. Alice is the person with an aquarium of fish.
8. The person who keeps horses is in the first house.
9. The person with a master's degree is the tea drinker.
10. The person with an associate's degree is the person who keeps a pet bird.
11. The fish enthusiast is the coffee drinker.
12. The person with an associate's degree is not in the fourth house.
13. Eric is not in the fourth house.
","What is Drink of the person who lives in House 1?","['tea','milk','coffee','water']","milk","2024-07-03T21:21:31.326452"
"lgp-test-5x5-2#mc-8","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Bob`, `Arnold`, `Eric`, `Peter`
 - People have unique favorite book genres: `romance`, `mystery`, `biography`, `fantasy`, `science fiction`
 - Each person has a unique birthday month: `sept`, `feb`, `jan`, `mar`, `april`
 - Each person prefers a unique type of vacation: `mountain`, `beach`, `city`, `camping`, `cruise`
 - The people keep unique animals: `horse`, `bird`, `fish`, `dog`, `cat`

## Clues:
1. The person whose birthday is in April is the person who loves mystery books.
2. The person whose birthday is in March is somewhere to the left of the person who loves mystery books.
3. The person who loves beach vacations is Arnold.
4. The person who loves beach vacations is the person whose birthday is in January.
5. The bird keeper is directly left of Peter.
6. The person who loves science fiction books is somewhere to the left of the person whose birthday is in February.
7. The fish enthusiast is somewhere to the right of Bob.
8. The fish enthusiast is Eric.
9. The fish enthusiast is the person who loves fantasy books.
10. The person who enjoys mountain retreats is directly left of the person whose birthday is in April.
11. The person whose birthday is in April is the person who enjoys camping trips.
12. The person whose birthday is in September is the person who loves science fiction books.
13. The cat lover is the person who prefers city breaks.
14. The person who loves romance books is somewhere to the right of the person who loves science fiction books.
15. The cat lover is the person whose birthday is in February.
16. The person who keeps horses is Peter.
","What is Vacation of the person who lives in House 2?","['beach','city','camping','mountain','cruise']","cruise","2024-07-03T21:21:31.348237"
